#XYs, alpha=1.0
0.000000000000000000e+00,0.000000000000000000e+00,8.711373148969291103e-02
0.000000000000000000e+00,5.263157894736841813e-02,8.660125769860745060e-02
0.000000000000000000e+00,1.052631578947368363e-01,8.548721758187938224e-02
0.000000000000000000e+00,1.578947368421052544e-01,8.432562725630229905e-02
0.000000000000000000e+00,2.105263157894736725e-01,8.822996423867845994e-02
0.000000000000000000e+00,2.631578947368420907e-01,8.874477874426851820e-02
0.000000000000000000e+00,3.157894736842105088e-01,8.462203666523371304e-02
0.000000000000000000e+00,3.684210526315789269e-01,7.870066583293271190e-02
0.000000000000000000e+00,4.210526315789473450e-01,7.406316946357335840e-02
0.000000000000000000e+00,4.736842105263157632e-01,7.125182416040894140e-02
0.000000000000000000e+00,5.263157894736841813e-01,6.921515910873365929e-02
0.000000000000000000e+00,5.789473684210526550e-01,6.858923131854205435e-02
0.000000000000000000e+00,6.315789473684210176e-01,6.818622306015267864e-02
0.000000000000000000e+00,6.842105263157893802e-01,6.692108752870018495e-02
0.000000000000000000e+00,7.368421052631578538e-01,9.223418831087638881e-02
0.000000000000000000e+00,7.894736842105263275e-01,9.870318757069811155e-02
0.000000000000000000e+00,8.421052631578946901e-01,1.030184142209094461e-01
0.000000000000000000e+00,8.947368421052630527e-01,1.059620606668952025e-01
0.000000000000000000e+00,9.473684210526315264e-01,1.070401824442514249e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.055021566991078269e-01
5.263157894736841813e-02,0.000000000000000000e+00,8.837822918785753767e-02
5.263157894736841813e-02,5.263157894736841813e-02,8.641360072932260938e-02
5.263157894736841813e-02,1.052631578947368363e-01,8.557570287990269586e-02
5.263157894736841813e-02,1.578947368421052544e-01,8.392604525291959272e-02
5.263157894736841813e-02,2.105263157894736725e-01,8.779678066475846143e-02
5.263157894736841813e-02,2.631578947368420907e-01,8.890313048272416308e-02
5.263157894736841813e-02,3.157894736842105088e-01,8.326796409124001541e-02
5.263157894736841813e-02,3.684210526315789269e-01,7.790318074677608784e-02
5.263157894736841813e-02,4.210526315789473450e-01,7.564453452690439450e-02
5.263157894736841813e-02,4.736842105263157632e-01,7.646800251807144011e-02
5.263157894736841813e-02,5.263157894736841813e-01,7.926713498340072495e-02
5.263157894736841813e-02,5.789473684210526550e-01,8.431105707077607425e-02
5.263157894736841813e-02,6.315789473684210176e-01,8.914537459202254155e-02
5.263157894736841813e-02,6.842105263157893802e-01,8.944324793478780622e-02
5.263157894736841813e-02,7.368421052631578538e-01,7.565685642654099152e-02
5.263157894736841813e-02,7.894736842105263275e-01,6.923147544663418862e-02
5.263157894736841813e-02,8.421052631578946901e-01,7.505496271631074967e-02
5.263157894736841813e-02,8.947368421052630527e-01,8.247451433543596944e-02
5.263157894736841813e-02,9.473684210526315264e-01,9.024084047867708680e-02
5.263157894736841813e-02,1.000000000000000000e+00,9.447806054605070725e-02
1.052631578947368363e-01,0.000000000000000000e+00,9.013851480120670112e-02
1.052631578947368363e-01,5.263157894736841813e-02,8.855272938299588170e-02
1.052631578947368363e-01,1.052631578947368363e-01,8.602880327436521202e-02
1.052631578947368363e-01,1.578947368421052544e-01,8.398495063891293910e-02
1.052631578947368363e-01,2.105263157894736725e-01,8.313556926813117642e-02
1.052631578947368363e-01,2.631578947368420907e-01,8.886352354103652096e-02
1.052631578947368363e-01,3.157894736842105088e-01,8.220053953488540288e-02
1.052631578947368363e-01,3.684210526315789269e-01,8.021063261097151342e-02
1.052631578947368363e-01,4.210526315789473450e-01,8.108783616594088250e-02
1.052631578947368363e-01,4.736842105263157632e-01,8.236730230752983828e-02
1.052631578947368363e-01,5.263157894736841813e-01,8.446890861702020803e-02
1.052631578947368363e-01,5.789473684210526550e-01,8.713126688916134066e-02
1.052631578947368363e-01,6.315789473684210176e-01,8.757047396730413547e-02
1.052631578947368363e-01,6.842105263157893802e-01,8.605526404718361055e-02
1.052631578947368363e-01,7.368421052631578538e-01,7.465765524720212321e-02
1.052631578947368363e-01,7.894736842105263275e-01,7.145732253476408391e-02
1.052631578947368363e-01,8.421052631578946901e-01,7.058555392170187681e-02
1.052631578947368363e-01,8.947368421052630527e-01,7.568605258921452805e-02
1.052631578947368363e-01,9.473684210526315264e-01,8.096642521971400552e-02
1.052631578947368363e-01,1.000000000000000000e+00,8.656125600292888245e-02
1.578947368421052544e-01,0.000000000000000000e+00,9.540655247002576000e-02
1.578947368421052544e-01,5.263157894736841813e-02,9.461668504635403765e-02
1.578947368421052544e-01,1.052631578947368363e-01,9.183507769823466560e-02
1.578947368421052544e-01,1.578947368421052544e-01,8.783108371236021672e-02
1.578947368421052544e-01,2.105263157894736725e-01,8.336720889638371546e-02
1.578947368421052544e-01,2.631578947368420907e-01,8.873729126423644809e-02
1.578947368421052544e-01,3.157894736842105088e-01,8.415745229368194746e-02
1.578947368421052544e-01,3.684210526315789269e-01,8.469505108971463192e-02
1.578947368421052544e-01,4.210526315789473450e-01,8.340797730939819576e-02
1.578947368421052544e-01,4.736842105263157632e-01,8.324550283925709337e-02
1.578947368421052544e-01,5.263157894736841813e-01,8.382998566351554381e-02
1.578947368421052544e-01,5.789473684210526550e-01,8.524563348019199849e-02
1.578947368421052544e-01,6.315789473684210176e-01,8.505215815604395824e-02
1.578947368421052544e-01,6.842105263157893802e-01,8.299968383365549651e-02
1.578947368421052544e-01,7.368421052631578538e-01,7.476885414722196643e-02
1.578947368421052544e-01,7.894736842105263275e-01,7.289401870640391246e-02
1.578947368421052544e-01,8.421052631578946901e-01,7.276022964832939977e-02
