#XYs, alpha=1.0
0.000000000000000000e+00,0.000000000000000000e+00,4.614815679993437836e-02
0.000000000000000000e+00,5.263157894736841813e-02,4.664697985105266398e-02
0.000000000000000000e+00,1.052631578947368363e-01,4.752682773426621793e-02
0.000000000000000000e+00,1.578947368421052544e-01,4.794590392568499199e-02
0.000000000000000000e+00,2.105263157894736725e-01,5.149340326081551511e-02
0.000000000000000000e+00,2.631578947368420907e-01,5.135336454595103989e-02
0.000000000000000000e+00,3.157894736842105088e-01,5.181283713142477432e-02
0.000000000000000000e+00,3.684210526315789269e-01,5.183027171080308027e-02
0.000000000000000000e+00,4.210526315789473450e-01,5.170145646785262450e-02
0.000000000000000000e+00,4.736842105263157632e-01,5.180724246861897336e-02
0.000000000000000000e+00,5.263157894736841813e-01,5.198736974609800832e-02
0.000000000000000000e+00,5.789473684210526550e-01,5.230898564497064168e-02
0.000000000000000000e+00,6.315789473684210176e-01,5.310159557461209545e-02
0.000000000000000000e+00,6.842105263157893802e-01,5.368993656311332741e-02
0.000000000000000000e+00,7.368421052631578538e-01,5.214508017682441265e-02
0.000000000000000000e+00,7.894736842105263275e-01,5.381410379039780478e-02
0.000000000000000000e+00,8.421052631578946901e-01,5.523851209537875701e-02
0.000000000000000000e+00,8.947368421052630527e-01,5.456513880660078530e-02
0.000000000000000000e+00,9.473684210526315264e-01,5.334119269024669568e-02
0.000000000000000000e+00,1.000000000000000000e+00,5.068014873272357057e-02
5.263157894736841813e-02,0.000000000000000000e+00,4.602598197306431022e-02
5.263157894736841813e-02,5.263157894736841813e-02,4.554783482987302679e-02
5.263157894736841813e-02,1.052631578947368363e-01,4.716206584632282039e-02
5.263157894736841813e-02,1.578947368421052544e-01,4.793710656968212802e-02
5.263157894736841813e-02,2.105263157894736725e-01,5.161569472137052250e-02
5.263157894736841813e-02,2.631578947368420907e-01,5.122688077476000856e-02
5.263157894736841813e-02,3.157894736842105088e-01,5.160913241311457927e-02
5.263157894736841813e-02,3.684210526315789269e-01,5.179177633529931379e-02
5.263157894736841813e-02,4.210526315789473450e-01,5.192090718417461531e-02
5.263157894736841813e-02,4.736842105263157632e-01,5.187401813032958137e-02
5.263157894736841813e-02,5.263157894736841813e-01,5.211757570877156853e-02
5.263157894736841813e-02,5.789473684210526550e-01,5.174914409715915958e-02
5.263157894736841813e-02,6.315789473684210176e-01,5.234370731746849220e-02
5.263157894736841813e-02,6.842105263157893802e-01,5.147110727584022077e-02
5.263157894736841813e-02,7.368421052631578538e-01,5.034991999976699134e-02
5.263157894736841813e-02,7.894736842105263275e-01,5.249563943361493928e-02
5.263157894736841813e-02,8.421052631578946901e-01,5.384565640049119445e-02
5.263157894736841813e-02,8.947368421052630527e-01,5.304470298554633118e-02
5.263157894736841813e-02,9.473684210526315264e-01,5.296105185085351469e-02
5.263157894736841813e-02,1.000000000000000000e+00,5.100843081491094472e-02
1.052631578947368363e-01,0.000000000000000000e+00,4.669200974332417264e-02
1.052631578947368363e-01,5.263157894736841813e-02,4.588383033836758440e-02
1.052631578947368363e-01,1.052631578947368363e-01,4.613710290893612009e-02
1.052631578947368363e-01,1.578947368421052544e-01,4.849498512121173249e-02
1.052631578947368363e-01,2.105263157894736725e-01,4.869232813443249291e-02
1.052631578947368363e-01,2.631578947368420907e-01,5.111526032556088645e-02
1.052631578947368363e-01,3.157894736842105088e-01,5.174270165910656999e-02
